id,short_name,long_name,player_positions,overall,value_eur,age,dob,height_cm,weight_kg,club_name,club_position,club_jersey_number,club_joined,nationality,nation_position,nation_jersey_number,preferred_foot,player_traits,pace,shooting,passing,dribbling,defending,physic,pace_acceleration,pace_sprint_speed,shooting_finishing,shooting_shot_power,shooting_long_shots,shooting_positioning,shooting_penalties,passing_crossing,passing_short_passing,passing_curve,passing_fk_accuracy,passing_long_passing,passing_vision,dribbling_dribbling,dribbling_ball_control,dribbling_agility,dribbling_reactions,dribbling_balance,dribbling_composure,defending_heading_accuracy,defending_interceptions,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,physic_aggression,physic_jumping,physic_stamina,physic_strength,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
562,A. Dzyuba,Artem Dzyuba,ST,78,  -   ,32,1988-08-22,196,91,Club Atlético Independiente,ST,18,2017-07-01,Russia,ST,22,Right,Leadership,65,78,69,71,29,86,63,66,81,79,69,81,75,61,77,66,60,57,77,73,77,55,75,35,79,87,30,25,17,21,80,65,78,94,15,12,11,11,8,https://cdn.sofifa.com/players/187/607/22_120.png,,,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
563,D. Kuzyaev,Daler Kuzyaev,"CM, RM, CDM",75,  -   ,28,1993-01-15,182,74,Racing Club,RCM,19,2017-02-02,Russia,RM,23,Right,Team Player,80,68,73,77,72,66,78,81,63,75,74,71,63,67,82,60,61,75,70,76,77,80,73,76,64,51,74,71,77,76,70,60,76,59,15,16,13,7,8,https://cdn.sofifa.com/players/223/058/22_120.png,,,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
564,M. Ozdoev,Magomed Ozdoev,"CDM, CM",77,  -   ,28,1992-11-05,184,78,Boca Juniors,SUB,2,2021-06-30,Russia,RDM,7,Right,Long Passer (AI),75,70,72,77,73,76,73,77,69,81,74,68,54,65,78,58,56,76,74,77,76,80,73,74,72,57,75,73,76,73,77,67,78,75,11,8,16,16,15,https://cdn.sofifa.com/players/200/094/22_120.png,,,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
565,A. Semenov,Andrey Semenov,CB,72,  -   ,32,1989-03-24,190,86,Club Atlas,ST,9,2019-07-03,Russia,RCB,5,Right,"Solid Player, Long Passer (AI)",53,40,57,59,73,74,55,52,36,55,35,26,51,50,74,33,36,69,34,55,70,43,69,54,66,63,76,69,78,74,55,78,75,81,11,8,16,7,15,https://cdn.sofifa.com/players/211/592/22_120.png,,,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
566,V. Karavaev,Vyacheslav Karavaev,RB,74,  -   ,26,1995-05-20,175,70,SD Huesca,RB,19,2021-07-08,Russia,RB,4,Right,Solid Player,77,63,70,69,68,68,76,77,56,74,69,70,55,76,71,66,63,69,66,68,69,71,69,73,72,62,62,68,74,72,69,64,86,59,14,13,12,9,10,https://cdn.sofifa.com/players/219/409/22_120.png,,,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
567,Y. Zhirkov,Yuriy Zhirkov,"LB, LM",76,  -   ,37,1983-08-20,180,75,Club Atlético Independiente,RCM,29,2021-06-26,Russia,LM,18,Left,Speed Dribbler (AI),73,70,75,77,73,68,72,73,66,74,74,75,72,78,77,79,74,72,72,78,77,75,74,73,81,57,74,75,74,76,74,54,66,67,6,6,14,7,10,https://cdn.sofifa.com/players/154/950/22_120.png,,,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
568,A. Golovin,Aleksandr Golovin,"CM, CAM, CF",79,"  24,500,000 ",25,1996-05-30,180,69,AS Monaco,LF,17,2018-07-27,Russia,LDM,17,Right,"Long Shot Taker (AI), Technical Dribbler (AI)",81,72,79,84,67,69,77,84,69,78,75,75,52,80,79,80,79,74,80,84,82,88,82,81,80,38,73,67,72,66,76,67,88,57,12,14,14,10,16,https://cdn.sofifa.com/players/225/663/22_120.png,https://cdn.sofifa.com/teams/69/60.png,https://cdn.sofifa.com/flags/fr.png,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
569,G. Dzhikiya,Georgiy Dzhikiya,CB,77,"  11,000,000 ",27,1993-11-21,188,86,Spartak Moskva,LCB,14,2017-01-25,Russia,LCB,14,Left,"Dives Into Tackles (AI), Long Passer (AI)",80,53,61,64,79,81,86,75,43,74,60,65,45,58,65,60,73,67,50,69,58,55,72,65,73,64,78,82,78,85,80,70,72,86,12,14,13,12,12,https://cdn.sofifa.com/players/229/773/22_120.png,https://cdn.sofifa.com/teams/100767/60.png,https://cdn.sofifa.com/flags/ru.png,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
570,F. Kudryashov,Fedor Kudryashov,"LB, CB",71,"  700,000 ",34,1987-04-05,181,81,Antalyaspor,SUB,13,2021-07-22,Russia,LB,13,Left,Early Crosser,71,45,61,63,70,75,68,73,41,43,56,45,46,71,62,47,41,60,58,61,64,72,68,63,69,63,70,74,70,68,71,73,77,76,16,11,11,12,8,https://cdn.sofifa.com/players/181/795/22_120.png,https://cdn.sofifa.com/teams/741/60.png,https://cdn.sofifa.com/flags/tr.png,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
571,A. Shunin,Anton Shunin,GK,76,  -   ,34,1987-01-27,191,88,Columbus Crew,CAM,10,2020-08-11,Russia,GK,1,Left,Team Player,71,63,77,76,64,69,50,39,11,53,12,13,21,18,28,15,13,30,47,14,20,43,71,48,42,12,22,16,14,17,36,64,30,68,77,73,70,75,78,https://cdn.sofifa.com/players/167/575/22_120.png,,,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
572,R. Zhemaletdinov,Rifat Zhemaletdinov,"RM, LM, CAM",74,"  6,000,000 ",24,1996-09-20,184,80,FC Lokomotiv Moscow,RM,17,2018-07-01,Russia,CAM,26,Right,Speed Dribbler (AI),81,68,69,75,33,67,80,82,69,68,68,72,59,64,75,55,58,69,70,78,73,71,69,73,67,55,33,26,33,32,61,51,73,67,15,11,6,13,10,https://cdn.sofifa.com/players/233/290/22_120.png,https://cdn.sofifa.com/teams/100765/60.png,https://cdn.sofifa.com/flags/ru.png,https://cdn.sofifa.com/teams/1357/60.png,https://cdn.sofifa.com/flags/ru.png
573,S. Armstrong,Stuart Armstrong,"RM, CM",77,"  10,500,000 ",29,1992-03-30,183,75,Southampton,RM,17,2018-06-26,Scotland,SUB,17,Right,Long Shot Taker (AI),73,77,75,76,65,72,72,73,76,80,82,76,64,72,77,75,74,74,75,77,76,77,77,65,70,66,69,63,67,60,69,71,83,68,14,8,13,11,13,https://cdn.sofifa.com/players/202/282/22_120.png,https://cdn.sofifa.com/teams/17/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
574,J. Fleck,John Fleck,CM,75,"  5,500,000 ",29,1991-08-24,170,72,Sheffield United,LCM,4,2016-07-09,Scotland,SUB,14,Left,"Dives Into Tackles (AI), Long Shot Taker (AI), Outside Foot Shot",70,72,75,76,69,75,72,68,69,78,73,67,60,77,76,78,70,75,74,74,76,79,75,84,75,44,74,73,70,69,84,79,84,66,7,8,7,13,6,https://cdn.sofifa.com/players/189/177/22_120.png,https://cdn.sofifa.com/teams/1794/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
575,L. Cooper,Liam Cooper,CB,75,"  4,700,000 ",29,1991-08-30,188,73,Leeds United,LCB,6,2014-08-13,Scotland,SUB,16,Left,"Injury Prone, Leadership, Team Player",50,35,56,57,76,78,49,51,26,52,38,39,34,45,72,31,26,64,47,53,62,55,72,61,68,74,77,75,77,76,78,80,72,80,10,12,10,9,15,https://cdn.sofifa.com/players/189/456/22_120.png,https://cdn.sofifa.com/teams/8/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
576,R. Fraser,Ryan Fraser,LM,75,"  6,000,000 ",27,1994-02-24,163,70,Newcastle United,SUB,21,2020-09-07,Scotland,SUB,20,Right,"Finesse Shot, Flair, Speed Dribbler (AI)",84,71,70,78,46,55,89,80,71,71,72,74,69,76,65,80,72,65,73,77,75,89,72,96,76,30,45,45,53,42,65,56,58,50,15,14,15,7,10,https://cdn.sofifa.com/players/207/807/22_120.png,https://cdn.sofifa.com/teams/13/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
577,D. Turnbull,David Turnbull,"CAM, CM",75,"  12,500,000 ",21,1999-07-10,185,75,Celtic,LCM,14,2020-08-27,Scotland,SUB,18,Right,"Long Shot Taker (AI), Playmaker (AI)",71,71,76,75,62,66,71,71,70,72,75,73,75,74,76,76,73,75,77,75,76,72,73,74,75,48,63,62,66,59,42,61,75,71,5,8,10,15,5,https://cdn.sofifa.com/players/234/111/22_120.png,https://cdn.sofifa.com/teams/78/60.png,https://cdn.sofifa.com/flags/gb-sct.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
578,R. Christie,Ryan Christie,"CAM, CM, RM",74,"  5,500,000 ",26,1995-02-12,178,71,AFC Bournemouth,SUB,10,2021-08-31,Scotland,SUB,11,Left,"Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI)",80,71,72,76,65,77,78,81,71,76,70,74,74,72,73,75,71,70,72,76,74,82,70,81,77,53,61,65,69,70,79,66,74,78,13,9,12,7,8,https://cdn.sofifa.com/players/213/884/22_120.png,https://cdn.sofifa.com/teams/1943/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
579,K. Nisbet,Kevin Nisbet,ST,71,"  2,700,000 ",24,1997-03-08,180,77,Hibernian,ST,15,2020-07-10,Scotland,SUB,19,Right,Outside Foot Shot,75,71,63,68,38,71,77,74,73,72,66,73,67,53,66,65,65,59,68,66,68,70,71,74,69,68,45,30,34,32,66,69,75,72,7,13,10,7,13,https://cdn.sofifa.com/players/225/317/22_120.png,https://cdn.sofifa.com/teams/81/60.png,https://cdn.sofifa.com/flags/gb-sct.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
580,G. Taylor,Greg John Taylor,"LB, LWB",70,"  2,400,000 ",23,1997-11-05,175,68,Celtic,LB,3,2019-09-02,Scotland,SUB,13,Left,Early Crosser,74,47,66,67,66,72,75,73,43,55,45,51,59,70,67,62,61,64,64,63,69,79,58,80,65,51,62,68,70,70,73,86,84,64,9,14,13,12,9,https://cdn.sofifa.com/players/226/508/22_120.png,https://cdn.sofifa.com/teams/78/60.png,https://cdn.sofifa.com/flags/gb-sct.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
581,L. Kelly,Liam Patrick Kelly,GK,69,"  1,600,000 ",25,1996-01-23,189,83,Motherwell,GK,1,2021-07-05,Scotland,SUB,12,Right,"Leadership, Comes For Crosses",80,61,67,70,71,78,31,46,20,53,20,15,13,13,34,22,20,35,19,15,25,53,57,45,38,16,24,15,14,13,31,48,32,37,71,67,71,71,70,https://cdn.sofifa.com/players/225/203/22_120.png,https://cdn.sofifa.com/teams/83/60.png,https://cdn.sofifa.com/flags/gb-sct.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
582,D. Gallagher,Declan Patrick Gallagher,CB,68,"  1,000,000 ",30,1991-02-13,196,93,Aberdeen,RCB,5,2021-07-01,Scotland,SUB,15,Right,"Long Throw-in, Leadership, Long Passer (AI)",60,32,49,48,67,79,67,54,25,58,19,48,30,40,59,28,22,62,44,40,57,59,61,44,60,68,67,68,67,66,73,77,73,85,9,12,12,10,10,https://cdn.sofifa.com/players/209/935/22_120.png,https://cdn.sofifa.com/teams/77/60.png,https://cdn.sofifa.com/flags/gb-sct.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
583,Z. Clark,Zander Clark,GK,67,"  850,000 ",29,1992-06-26,193,80,St. Johnstone FC,GK,1,2010-07-01,Scotland,SUB,21,Right,Cautious With Crosses,66,56,70,68,76,76,31,31,14,53,13,13,24,10,24,11,12,19,58,12,24,62,55,51,55,25,19,15,14,12,33,50,24,62,66,62,70,69,73,https://cdn.sofifa.com/players/204/269/22_120.png,https://cdn.sofifa.com/teams/100804/60.png,https://cdn.sofifa.com/flags/gb-sct.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
584,N. Patterson,Nathan Patterson,RB,66,"  1,900,000 ",19,2001-10-16,178,66,Rangers FC,SUB,16,2019-12-21,Scotland,SUB,22,Right,"Long Throw-in, Solid Player, Early Crosser",81,44,57,63,62,69,80,82,38,60,41,55,35,62,61,56,31,55,54,62,62,72,53,74,58,57,62,62,63,63,66,73,73,68,7,13,9,7,8,https://cdn.sofifa.com/players/257/896/22_120.png,https://cdn.sofifa.com/teams/86/60.png,https://cdn.sofifa.com/flags/gb-sct.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
585,S. O'Donnell,Stephen Gerard O'Donnell,"RB, RWB",67,"  900,000 ",29,1992-05-11,183,89,Motherwell,RB,2,2020-08-13,Scotland,RWB,2,Right,"Long Throw-in, Long Passer (AI)",79,46,58,62,61,80,77,80,44,58,43,51,40,63,61,56,52,60,50,61,62,66,59,67,60,56,60,61,62,61,69,69,91,79,8,11,14,15,12,https://cdn.sofifa.com/players/213/570/22_120.png,https://cdn.sofifa.com/teams/83/60.png,https://cdn.sofifa.com/flags/gb-sct.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
586,L. Dykes,Lyndon Dykes,ST,70,"  2,200,000 ",25,1995-10-07,188,75,Queens Park Rangers,SUB,9,2020-08-19,Scotland,RS,9,Right,Long Throw-in,68,68,50,65,29,81,67,68,69,72,61,71,74,34,59,47,22,52,54,64,68,62,68,68,66,77,18,24,27,23,81,80,76,83,10,5,9,11,10,https://cdn.sofifa.com/players/247/279/22_120.png,https://cdn.sofifa.com/teams/15/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
587,S. McTominay,Scott McTominay,"CDM, CM",80,"  27,500,000 ",24,1996-12-08,193,88,Manchester United,SUB,39,2013-07-01,Scotland,RCM,4,Right,"Solid Player, Long Shot Taker (AI), Team Player",66,75,75,75,78,84,62,69,71,85,81,71,60,68,81,72,53,78,75,78,76,66,79,60,78,78,76,76,81,74,88,73,84,84,9,6,6,10,11,https://cdn.sofifa.com/players/237/238/22_120.png,https://cdn.sofifa.com/teams/11/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
588,J. Hendry,Jack Hendry,CB,69,"  1,700,000 ",26,1995-05-07,194,88,Club Brugge KV,RES,5,2021-08-31,Scotland,RCB,24,Right,"Dives Into Tackles (AI), Long Shot Taker (AI)",70,59,52,61,67,78,63,76,55,77,66,42,37,48,64,38,28,54,45,59,65,62,62,60,65,69,65,67,68,67,68,79,72,84,13,11,13,8,13,https://cdn.sofifa.com/players/225/316/22_120.png,https://cdn.sofifa.com/teams/231/60.png,https://cdn.sofifa.com/flags/be.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
589,A. Robertson,Andrew Robertson,LB,87,"  83,500,000 ",27,1994-03-11,178,64,Liverpool,LB,26,2017-07-21,Scotland,LWB,3,Left,"Leadership, Early Crosser, Speed Dribbler (AI)",84,61,81,81,82,76,83,85,55,76,65,77,55,88,82,82,71,76,80,81,83,78,85,74,83,67,83,83,84,81,85,62,95,65,11,8,10,7,14,https://cdn.sofifa.com/players/216/267/22_120.png,https://cdn.sofifa.com/teams/9/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
590,C. Adams,Ché Adams,ST,76,"  11,500,000 ",24,1996-07-13,178,70,Southampton,RS,10,2019-07-01,Scotland,LS,10,Right,"Team Player, Technical Dribbler (AI)",84,77,62,74,40,77,83,84,76,86,75,77,69,55,70,63,59,53,62,73,75,78,74,74,71,63,36,33,42,36,74,76,77,79,16,13,12,15,9,https://cdn.sofifa.com/players/226/093/22_120.png,https://cdn.sofifa.com/teams/17/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
591,C. McGregor,Callum William McGregor,"CM, CDM",75,"  5,500,000 ",28,1993-06-14,174,74,Celtic,CDM,42,2009-07-07,Scotland,LCM,8,Left,"Solid Player, Leadership, Finesse Shot, Long Shot Taker (AI), Playmaker (AI), Team Player",80,70,73,77,70,76,81,79,71,70,72,70,73,67,78,74,65,70,75,75,78,79,72,85,81,44,73,74,71,71,80,54,92,68,15,10,8,8,13,https://cdn.sofifa.com/players/211/093/22_120.png,https://cdn.sofifa.com/teams/78/60.png,https://cdn.sofifa.com/flags/gb-sct.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
592,K. Tierney,Kieran Tierney,"LB, CB, LWB",80,"  31,000,000 ",24,1997-06-05,178,70,Arsenal,LB,3,2019-08-08,Scotland,LCB,6,Left,"Long Throw-in, Injury Prone, Speed Dribbler (AI)",84,60,75,77,75,79,86,83,52,79,66,73,42,82,77,72,56,68,73,78,77,76,76,77,74,59,77,78,76,76,84,80,86,74,13,16,8,12,13,https://cdn.sofifa.com/players/226/491/22_120.png,https://cdn.sofifa.com/teams/1/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
593,C. Gordon,Craig Anthony Gordon,GK,68,"  130,000 ",38,1982-12-31,193,83,Heart of Midlothian,GK,1,2020-07-01,Scotland,GK,1,Left,"Leadership, GK Long Throw, Team Player",76,65,75,77,63,65,35,35,14,48,14,16,22,13,34,15,13,27,40,11,28,57,65,51,48,15,26,23,15,13,33,66,25,65,69,65,64,68,69,https://cdn.sofifa.com/players/053/110/22_120.png,https://cdn.sofifa.com/teams/80/60.png,https://cdn.sofifa.com/flags/gb-sct.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
594,G. Hanley,Grant Hanley,CB,75,"  4,700,000 ",29,1991-11-20,187,81,Norwich City,RCB,5,2017-08-30,Scotland,CB,5,Right,"Leadership, Power Header",52,32,45,50,76,74,52,52,30,40,29,33,28,29,60,33,35,48,39,43,58,48,71,51,66,72,74,78,75,77,81,85,50,82,9,9,11,12,8,https://cdn.sofifa.com/players/198/904/22_120.png,https://cdn.sofifa.com/teams/1792/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
595,J. McGinn,John McGinn,"CDM, CM",78,"  16,500,000 ",26,1994-10-18,178,68,Aston Villa,RCM,7,2018-08-08,Scotland,CAM,7,Left,"Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",70,73,75,79,71,80,73,67,71,83,73,72,55,64,80,66,61,83,76,80,78,77,76,80,68,59,73,69,75,69,79,75,90,75,9,13,12,10,12,https://cdn.sofifa.com/players/210/881/22_120.png,https://cdn.sofifa.com/teams/2/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1359/60.png,https://cdn.sofifa.com/flags/gb-sct.png
596,Sergio Ramos,Sergio Ramos García,CB,88,"  24,000,000 ",35,1986-03-30,184,82,Paris Saint-Germain,LCB,4,2021-07-08,Spain,SUB,15,Right,"Injury Prone, Dives Into Tackles (AI), Leadership, Long Passer (AI), Power Header, Team Player",70,70,76,73,88,84,71,69,65,79,64,73,92,66,82,74,76,83,71,65,83,77,92,66,88,92,87,84,89,91,90,93,78,84,11,8,9,7,11,https://cdn.sofifa.com/players/155/862/22_120.png,https://cdn.sofifa.com/teams/73/60.png,https://cdn.sofifa.com/flags/fr.png,https://cdn.sofifa.com/teams/1362/60.png,https://cdn.sofifa.com/flags/es.png
597,Thiago,Thiago Alcântara do Nascimento,"CM, CDM",86,"  65,000,000 ",30,1991-04-11,174,70,Liverpool,LCM,6,2020-09-18,Spain,SUB,10,Right,"Injury Prone, Dives Into Tackles (AI), Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",63,72,86,90,70,66,72,55,68,75,73,75,75,78,90,85,77,89,85,90,92,91,84,90,88,54,82,67,71,68,72,80,74,59,6,11,7,9,13,https://cdn.sofifa.com/players/189/509/22_120.png,https://cdn.sofifa.com/teams/9/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1362/60.png,https://cdn.sofifa.com/flags/es.png
598,Rodri,Rodrigo Hernández Cascante,CDM,86,"  81,000,000 ",25,1996-06-22,191,82,Manchester City,CDM,16,2019-07-04,Spain,SUB,16,Right,Solid Player,61,70,77,77,82,82,60,62,64,83,76,75,46,63,85,65,54,83,81,78,82,65,80,65,83,78,83,83,84,78,76,72,87,82,10,10,7,14,8,https://cdn.sofifa.com/players/231/866/22_120.png,https://cdn.sofifa.com/teams/10/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1362/60.png,https://cdn.sofifa.com/flags/es.png
599,Oyarzabal,Mikel Oyarzabal Ugarte,"LW, RW",85,"  77,500,000 ",24,1997-04-21,181,79,Real Sociedad,LW,10,2014-07-01,Spain,SUB,21,Left,"Solid Player, Finesse Shot, Outside Foot Shot, Technical Dribbler (AI)",82,82,81,84,41,63,83,81,84,80,81,85,84,82,83,77,71,73,85,85,85,83,81,80,83,60,29,55,32,30,52,72,82,57,10,6,10,13,11,https://cdn.sofifa.com/players/230/142/22_120.png,https://cdn.sofifa.com/teams/457/60.png,https://cdn.sofifa.com/flags/es.png,https://cdn.sofifa.com/teams/1362/60.png,https://cdn.sofifa.com/flags/es.png
600,De Gea,David De Gea Quintana,GK,84,"  28,000,000 ",30,1990-11-07,192,82,Manchester United,GK,1,2011-07-01,Spain,SUB,1,Right,"Cautious With Crosses, Saves with Feet",73,67,73,77,67,62,57,58,13,57,12,12,29,17,48,21,19,43,61,18,38,63,83,43,63,21,30,25,21,13,38,67,43,55,86,79,76,79,87,https://cdn.sofifa.com/players/193/080/22_120.png,https://cdn.sofifa.com/teams/11/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1362/60.png,https://cdn.sofifa.com/flags/es.png
601,Azpilicueta,César Azpilicueta Tanco,"CB, RWB",83,"  25,000,000 ",31,1989-08-28,178,77,Chelsea,RWB,28,2012-08-24,Spain,SUB,2,Right,"Long Throw-in, Solid Player, Early Crosser, Long Passer (AI), Team Player",66,55,76,72,84,76,69,63,46,68,60,62,66,80,79,68,58,80,72,68,77,67,86,73,78,77,84,85,85,84,87,83,77,70,13,9,10,6,5,https://cdn.sofifa.com/players/184/432/22_120.png,https://cdn.sofifa.com/teams/5/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1362/60.png,https://cdn.sofifa.com/flags/es.png
602,Gayà,José Luís Gayà Peña,"LB, LWB, LM",83,"  43,500,000 ",26,1995-05-25,172,66,Valencia CF,LB,14,2012-09-13,Spain,SUB,14,Left,"Team Player, Technical Dribbler (AI)",83,61,77,80,79,73,81,85,61,62,59,76,52,80,81,80,49,75,75,79,82,82,84,78,76,58,80,79,82,84,76,53,87,66,13,10,9,12,9,https://cdn.sofifa.com/players/211/688/22_120.png,https://cdn.sofifa.com/teams/461/60.png,https://cdn.sofifa.com/flags/es.png,https://cdn.sofifa.com/teams/1362/60.png,https://cdn.sofifa.com/flags/es.png
603,Fabián,Fabián Ruiz Peña,CM,82,"  42,000,000 ",25,1996-04-03,189,70,Napoli,RCM,8,2018-07-05,Spain,SUB,17,Left,"Finesse Shot, Long Shot Taker (AI), Outside Foot Shot",63,78,79,82,74,71,67,60,79,77,83,81,67,72,83,75,59,80,82,83,86,71,82,67,77,67,76,70,78,75,68,46,87,67,16,11,7,13,13,https://cdn.sofifa.com/players/226/271/22_120.png,https://cdn.sofifa.com/teams/48/60.png,https://cdn.sofifa.com/flags/it.png,https://cdn.sofifa.com/teams/1362/60.png,https://cdn.sofifa.com/flags/es.png
604,Pau Torres,Pau Francisco Torres,CB,82,"  56,500,000 ",24,1997-01-16,191,80,Villarreal CF,SUB,4,2016-07-01,Spain,SUB,4,Left,Power Header,71,38,67,69,84,80,69,72,28,58,40,42,42,55,80,45,28,76,67,64,79,69,80,52,73,85,82,84,84,83,79,78,80,80,11,13,13,13,9,https://cdn.sofifa.com/players/241/464/22_120.png,https://cdn.sofifa.com/teams/483/60.png,https://cdn.sofifa.com/flags/es.png,https://cdn.sofifa.com/teams/1362/60.png,https://cdn.sofifa.com/flags/es.png
605,Adama Traoré,Adama Traoré Diarra,"RW, RWB",78,"  18,500,000 ",25,1996-01-25,178,72,Wolverhampton Wanderers,LW,37,2018-08-08,Spain,SUB,20,Right,"Flair, Speed Dribbler (AI)",96,66,67,87,38,81,97,96,66,78,65,64,47,78,71,67,42,54,67,92,83,85,66,88,73,40,41,37,38,35,70,79,77,87,13,9,11,12,7,https://cdn.sofifa.com/players/213/956/22_120.png,https://cdn.sofifa.com/teams/110/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1362/60.png,https://cdn.sofifa.com/flags/es.png
606,Robert Sanchéz,Robert Lynch Sanchéz,GK,76,"  9,500,000 ",23,1997-11-18,197,85,Brighton & Hove Albion,GK,1,2015-05-14,Spain,SUB,13,Right,Comes For Crosses,75,71,73,80,45,64,45,44,14,52,16,7,15,12,46,12,14,50,56,15,37,31,71,35,55,15,8,18,13,15,27,70,40,66,76,73,69,75,78,https://cdn.sofifa.com/players/228/789/22_120.png,https://cdn.sofifa.com/teams/1808/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1362/60.png,https://cdn.sofifa.com/flags/es.png
607,Morata,Álvaro Borja Morata Martín,ST,83,"  37,000,000 ",28,1992-10-23,190,84,Juventus,ST,9,2020-09-07,Spain,SUB,7,Right,Speed Dribbler (AI),82,80,72,81,31,77,79,85,84,80,72,87,75,72,78,78,44,60,77,83,83,72,80,63,79,86,24,37,14,20,69,84,77,80,4,5,4,4,5,https://cdn.sofifa.com/players/201/153/22_120.png,https://cdn.sofifa.com/teams/45/60.png,https://cdn.sofifa.com/flags/it.png,https://cdn.sofifa.com/teams/1362/60.png,https://cdn.sofifa.com/flags/es.png
